35.424, 18.911, 0.000
35.424, 18.908, 0.000
35.425, 18.905, 0.000
35.426, 18.901, 0.000
35.426, 18.898, 0.000
35.427, 18.894, 0.000
35.428, 18.891, 0.000
35.428, 18.888, 0.000
35.429, 18.884, 0.000
35.429, 18.881, 0.000
35.430, 18.877, 0.000
35.430, 18.874, 0.000
35.430, 18.871, 0.000
35.431, 18.867, 0.000
35.431, 18.864, 0.000
35.431, 18.860, 0.000
35.432, 18.857, 0.000
35.432, 18.853, 0.000
35.432, 18.850, 0.000
35.432, 18.847, 0.000
35.432, 18.843, 0.000
35.432, 18.840, 0.000
35.432, 18.836, 0.000
35.432, 18.833, 0.000
35.432, 18.829, 0.000
35.432, 18.826, 0.000
35.432, 18.822, 0.000
35.432, 18.819, 0.000
35.432, 18.816, 0.000
35.431, 18.812, 0.000
35.431, 18.809, 0.000
35.431, 18.805, 0.000
35.431, 18.802, 0.000
35.430, 18.798, 0.000
35.430, 18.795, 0.000
35.429, 18.792, 0.000
35.429, 18.788, 0.000
35.428, 18.785, 0.000
35.428, 18.781, 0.000
35.427, 18.778, 0.000
35.427, 18.775, 0.000
35.426, 18.771, 0.000
35.425, 18.768, 0.000
35.425, 18.764, 0.000
35.424, 18.761, 0.000
35.423, 18.758, 0.000
35.422, 18.754, 0.000
35.422, 18.751, 0.000
35.421, 18.748, 0.000
35.420, 18.744, 0.000
35.419, 18.741, 0.000
35.418, 18.738, 0.000
35.417, 18.735, 0.000
35.416, 18.731, 0.000
35.415, 18.728, 0.000
35.414, 18.725, 0.000
35.412, 18.721, 0.000
35.411, 18.718, 0.000
35.410, 18.715, 0.000
35.409, 18.712, 0.000
35.407, 18.709, 0.000
35.406, 18.705, 0.000
35.405, 18.702, 0.000
35.403, 18.699, 0.000
35.402, 18.696, 0.000
35.401, 18.693, 0.000
35.399, 18.690, 0.000
35.398, 18.687, 0.000
35.396, 18.684, 0.000
35.395, 18.680, 0.000
35.393, 18.677, 0.000
35.391, 18.674, 0.000
35.390, 18.671, 0.000
35.388, 18.668, 0.000
35.386, 18.665, 0.000
35.384, 18.662, 0.000
35.383, 18.659, 0.000
35.381, 18.657, 0.000
35.379, 18.654, 0.000
35.377, 18.651, 0.000
35.375, 18.648, 0.000
35.373, 18.645, 0.000
35.371, 18.642, 0.000
35.369, 18.639, 0.000
35.367, 18.637, 0.000
35.365, 18.634, 0.000
35.363, 18.631, 0.000
35.361, 18.628, 0.000
35.359, 18.626, 0.000
35.357, 18.623, 0.000
35.355, 18.620, 0.000
35.352, 18.618, 0.000
35.350, 18.615, 0.000
35.348, 18.612, 0.000
35.346, 18.610, 0.000
35.343, 18.607, 0.000
35.341, 18.605, 0.000
35.339, 18.602, 0.000
35.336, 18.600, 0.000
35.334, 18.597, 0.000
35.331, 18.595, 0.000
35.329, 18.593, 0.000
35.326, 18.590, 0.000
35.324, 18.588, 0.000
35.321, 18.585, 0.000
35.319, 18.583, 0.000
35.316, 18.581, 0.000
35.314, 18.579, 0.000
35.311, 18.576, 0.000
35.308, 18.574, 0.000
35.306, 18.572, 0.000
35.303, 18.570, 0.000
35.300, 18.568, 0.000
35.298, 18.566, 0.000
35.295, 18.564, 0.000
35.292, 18.562, 0.000
35.289, 18.560, 0.000
35.286, 18.558, 0.000
35.284, 18.556, 0.000
35.281, 18.554, 0.000
35.278, 18.552, 0.000
35.275, 18.550, 0.000
35.272, 18.548, 0.000
35.269, 18.547, 0.000
35.266, 18.545, 0.000
35.263, 18.543, 0.000
35.260, 18.541, 0.000
35.257, 18.540, 0.000
35.254, 18.538, 0.000
35.251, 18.536, 0.000
35.248, 18.535, 0.000
35.245, 18.533, 0.000
35.242, 18.532, 0.000
35.239, 18.530, 0.000
35.236, 18.529, 0.000
35.232, 18.527, 0.000
35.229, 18.526, 0.000
35.226, 18.525, 0.000
35.223, 18.523, 0.000
35.220, 18.522, 0.000
35.217, 18.521, 0.000
35.213, 18.520, 0.000
35.210, 18.518, 0.000
35.207, 18.517, 0.000
35.204, 18.516, 0.000
35.200, 18.515, 0.000
35.197, 18.514, 0.000
35.194, 18.513, 0.000
35.190, 18.512, 0.000
35.187, 18.511, 0.000
35.184, 18.510, 0.000
35.181, 18.509, 0.000
35.177, 18.508, 0.000
35.174, 18.507, 0.000
35.171, 18.506, 0.000
35.050, 18.474, 0.000
34.929, 18.442, 0.000
34.807, 18.409, 0.000
34.685, 18.377, 0.000
34.562, 18.344, 0.000
34.439, 18.310, 0.000
34.315, 18.277, 0.000
34.191, 18.243, 0.000
34.067, 18.209, 0.000
33.942, 18.174, 0.000
33.817, 18.140, 0.000
33.691, 18.105, 0.000
33.565, 18.070, 0.000
33.438, 18.034, 0.000
33.312, 17.999, 0.000
33.184, 17.963, 0.000
33.056, 17.927, 0.000
32.928, 17.890, 0.000
32.800, 17.854, 0.000
32.671, 17.817, 0.000
32.541, 17.780, 0.000
32.412, 17.742, 0.000
32.282, 17.704, 0.000
32.151, 17.666, 0.000
32.020, 17.628, 0.000
31.889, 17.590, 0.000
31.758, 17.551, 0.000
31.626, 17.512, 0.000
31.494, 17.473, 0.000
31.361, 17.433, 0.000
31.228, 17.393, 0.000
31.095, 17.353, 0.000
30.961, 17.313, 0.000
30.828, 17.272, 0.000
30.693, 17.231, 0.000
30.559, 17.190, 0.000
30.424, 17.149, 0.000
30.289, 17.107, 0.000
30.153, 17.066, 0.000
30.018, 17.023, 0.000
29.882, 16.981, 0.000
29.745, 16.938, 0.000
29.609, 16.895, 0.000
29.472, 16.852, 0.000
29.335, 16.809, 0.000
29.197, 16.765, 0.000
29.060, 16.721, 0.000
28.922, 16.677, 0.000
28.783, 16.633, 0.000
28.645, 16.588, 0.000
28.506, 16.543, 0.000
28.367, 16.498, 0.000
28.228, 16.452, 0.000
28.089, 16.406, 0.000
27.949, 16.360, 0.000
27.809, 16.314, 0.000
27.669, 16.268, 0.000
27.529, 16.221, 0.000
27.389, 16.174, 0.000
27.248, 16.126, 0.000
27.107, 16.079, 0.000
26.966, 16.031, 0.000
26.825, 15.983, 0.000
26.683, 15.935, 0.000
26.542, 15.886, 0.000
26.400, 15.837, 0.000
26.258, 15.788, 0.000
26.116, 15.739, 0.000
25.974, 15.689, 0.000
25.832, 15.639, 0.000
25.689, 15.589, 0.000
25.546, 15.539, 0.000
25.404, 15.488, 0.000
25.261, 15.437, 0.000
25.118, 15.386, 0.000
24.975, 15.335, 0.000
24.832, 15.283, 0.000
24.688, 15.231, 0.000
24.545, 15.179, 0.000
24.401, 15.127, 0.000
24.258, 15.074, 0.000
24.114, 15.021, 0.000
23.970, 14.968, 0.000
23.827, 14.915, 0.000
23.683, 14.861, 0.000
23.539, 14.807, 0.000
23.395, 14.753, 0.000
23.251, 14.699, 0.000
23.107, 14.644, 0.000
22.963, 14.589, 0.000
22.819, 14.534, 0.000
22.675, 14.479, 0.000
22.531, 14.423, 0.000
22.387, 14.367, 0.000
22.242, 14.311, 0.000
22.098, 14.255, 0.000
21.954, 14.198, 0.000
21.810, 14.141, 0.000
21.666, 14.084, 0.000
21.522, 14.027, 0.000
21.378, 13.969, 0.000
21.234, 13.911, 0.000
21.090, 13.853, 0.000
20.947, 13.795, 0.000
20.803, 13.736, 0.000
20.659, 13.677, 0.000
20.516, 13.618, 0.000
20.372, 13.559, 0.000
20.229, 13.500, 0.000
20.085, 13.440, 0.000
19.942, 13.380, 0.000
19.799, 13.320, 0.000
19.656, 13.259, 0.000
19.513, 13.198, 0.000
19.371, 13.138, 0.000
19.228, 13.076, 0.000
19.086, 13.015, 0.000
18.943, 12.953, 0.000
18.801, 12.891, 0.000
18.659, 12.829, 0.000
18.517, 12.767, 0.000
18.376, 12.704, 0.000
18.234, 12.642, 0.000
18.093, 12.579, 0.000
17.952, 12.515, 0.000
17.811, 12.452, 0.000
17.670, 12.388, 0.000
17.530, 12.324, 0.000
17.390, 12.260, 0.000
17.250, 12.196, 0.000
17.110, 12.131, 0.000
16.970, 12.066, 0.000
16.831, 12.001, 0.000
16.692, 11.936, 0.000
16.554, 11.871, 0.000
16.415, 11.805, 0.000
16.277, 11.739, 0.000
16.139, 11.673, 0.000
16.001, 11.607, 0.000
15.864, 11.540, 0.000
15.727, 11.474, 0.000
15.590, 11.407, 0.000
15.454, 11.340, 0.000
15.318, 11.272, 0.000
15.182, 11.205, 0.000
15.047, 11.137, 0.000
14.912, 11.069, 0.000
14.777, 11.001, 0.000
14.643, 10.933, 0.000
14.509, 10.864, 0.000
14.375, 10.796, 0.000
14.242, 10.727, 0.000
14.109, 10.658, 0.000
13.977, 10.588, 0.000
13.845, 10.519, 0.000
13.713, 10.449, 0.000
13.582, 10.380, 0.000
13.451, 10.310, 0.000
13.320, 10.240, 0.000
13.190, 10.169, 0.000
13.061, 10.099, 0.000
12.932, 10.028, 0.000
12.803, 9.957, 0.000
12.675, 9.886, 0.000
12.547, 9.815, 0.000
12.420, 9.744, 0.000
12.293, 9.673, 0.000
12.166, 9.601, 0.000
12.041, 9.529, 0.000
11.915, 9.457, 0.000
11.790, 9.385, 0.000
11.666, 9.313, 0.000
11.542, 9.241, 0.000
11.419, 9.169, 0.000
11.296, 9.096, 0.000
11.173, 9.023, 0.000
11.052, 8.951, 0.000
10.930, 8.878, 0.000
10.810, 8.805, 0.000
10.689, 8.732, 0.000
10.570, 8.658, 0.000
10.451, 8.585, 0.000
10.332, 8.511, 0.000
10.214, 8.438, 0.000
10.097, 8.364, 0.000
9.980, 8.290, 0.000
9.863, 8.217, 0.000
9.748, 8.143, 0.000
9.633, 8.069, 0.000
9.518, 7.995, 0.000
9.404, 7.921, 0.000
9.291, 7.846, 0.000
9.178, 7.772, 0.000
9.066, 7.698, 0.000
8.955, 7.623, 0.000
8.844, 7.549, 0.000
8.734, 7.474, 0.000
8.624, 7.400, 0.000
8.515, 7.325, 0.000
8.407, 7.251, 0.000
8.299, 7.176, 0.000
8.192, 7.102, 0.000
8.085, 7.027, 0.000
7.980, 6.952, 0.000
7.875, 6.878, 0.000
7.770, 6.803, 0.000
7.666, 6.728, 0.000
7.563, 6.654, 0.000
7.461, 6.579, 0.000
7.359, 6.505, 0.000
7.258, 6.430, 0.000
7.158, 6.356, 0.000
7.058, 6.281, 0.000
6.959, 6.207, 0.000
6.860, 6.132, 0.000
6.763, 6.058, 0.000
6.666, 5.984, 0.000
6.570, 5.910, 0.000
6.474, 5.835, 0.000
6.379, 5.762, 0.000
6.285, 5.688, 0.000
6.191, 5.614, 0.000
6.099, 5.540, 0.000
6.007, 5.467, 0.000
5.915, 5.393, 0.000
5.825, 5.320, 0.000
5.735, 5.247, 0.000
5.646, 5.173, 0.000
5.557, 5.101, 0.000
5.469, 5.028, 0.000
5.382, 4.955, 0.000
5.296, 4.883, 0.000
5.210, 4.811, 0.000
5.125, 4.739, 0.000
5.041, 4.667, 0.000
4.958, 4.595, 0.000
4.875, 4.524, 0.000
4.793, 4.452, 0.000
4.712, 4.381, 0.000
4.632, 4.311, 0.000
4.552, 4.240, 0.000
4.473, 4.170, 0.000
4.394, 4.100, 0.000
4.317, 4.030, 0.000
4.240, 3.961, 0.000
4.164, 3.892, 0.000
4.089, 3.823, 0.000
4.014, 3.754, 0.000
3.940, 3.686, 0.000
3.867, 3.618, 0.000
3.795, 3.550, 0.000
3.723, 3.483, 0.000
3.652, 3.416, 0.000
3.582, 3.350, 0.000
3.512, 3.284, 0.000
3.443, 3.218, 0.000
3.375, 3.152, 0.000
3.308, 3.087, 0.000
3.242, 3.023, 0.000
3.176, 2.959, 0.000
3.111, 2.895, 0.000
3.046, 2.832, 0.000
2.983, 2.769, 0.000
2.920, 2.706, 0.000
2.857, 2.644, 0.000
2.796, 2.583, 0.000
2.735, 2.522, 0.000
2.675, 2.461, 0.000
2.616, 2.401, 0.000
2.557, 2.342, 0.000
2.499, 2.283, 0.000
2.442, 2.224, 0.000
2.386, 2.166, 0.000
2.330, 2.109, 0.000
2.275, 2.052, 0.000
2.221, 1.996, 0.000
2.167, 1.940, 0.000
2.114, 1.885, 0.000
2.062, 1.831, 0.000
2.010, 1.777, 0.000
1.959, 1.724, 0.000
1.909, 1.671, 0.000
1.860, 1.619, 0.000
1.811, 1.568, 0.000
1.763, 1.518, 0.000
1.716, 1.468, 0.000
1.669, 1.418, 0.000
1.623, 1.370, 0.000
1.578, 1.322, 0.000
1.533, 1.275, 0.000
1.489, 1.228, 0.000
1.446, 1.182, 0.000
1.403, 1.137, 0.000
1.361, 1.093, 0.000
1.320, 1.050, 0.000
1.280, 1.007, 0.000
1.240, 0.965, 0.000
1.200, 0.924, 0.000
1.162, 0.884, 0.000
1.124, 0.844, 0.000
1.087, 0.805, 0.000
1.050, 0.767, 0.000
1.014, 0.730, 0.000
0.979, 0.694, 0.000
0.944, 0.658, 0.000
0.910, 0.624, 0.000
0.877, 0.590, 0.000
0.844, 0.557, 0.000
0.812, 0.525, 0.000
0.780, 0.494, 0.000
0.750, 0.464, 0.000
0.719, 0.435, 0.000
0.690, 0.406, 0.000
0.661, 0.379, 0.000
0.633, 0.352, 0.000
0.605, 0.326, 0.000
0.578, 0.302, 0.000
0.552, 0.278, 0.000
0.526, 0.255, 0.000
0.501, 0.233, 0.000
0.476, 0.212, 0.000
0.452, 0.192, 0.000
0.429, 0.173, 0.000
0.406, 0.155, 0.000
0.384, 0.138, 0.000
0.363, 0.122, 0.000
0.342, 0.107, 0.000
0.322, 0.092, 0.000
0.302, 0.079, 0.000
0.283, 0.067, 0.000
0.265, 0.056, 0.000
0.247, 0.046, 0.000
0.230, 0.037, 0.000
0.213, 0.029, 0.000
0.197, 0.021, 0.000
0.182, 0.015, 0.000
0.167, 0.010, 0.000
0.153, 0.006, 0.000
0.139, 0.003, 0.000
0.126, 0.001, 0.000
0.114, 0.000, 0.000
0.102, 0.000, 0.000
0.091, 0.001, 0.000
0.081, 0.003, 0.000
0.071, 0.006, 0.000
0.071, 0.006, 0.000
0.062, 0.010, 0.000
0.053, 0.015, 0.000
0.045, 0.021, 0.000
0.038, 0.029, 0.000
0.031, 0.037, 0.000
0.025, 0.046, 0.000
0.020, 0.056, 0.000
0.015, 0.067, 0.000
0.011, 0.079, 0.000
0.007, 0.092, 0.000
0.005, 0.106, 0.000
0.003, 0.122, 0.000
0.001, 0.138, 0.000
0.000, 0.155, 0.000
0.000, 0.173, 0.000
0.000, 0.192, 0.000
0.002, 0.212, 0.000
0.003, 0.233, 0.000
0.006, 0.255, 0.000
0.009, 0.278, 0.000
0.013, 0.302, 0.000
0.017, 0.327, 0.000
0.022, 0.353, 0.000
0.028, 0.380, 0.000
0.034, 0.407, 0.000
0.041, 0.436, 0.000
0.049, 0.466, 0.000
0.058, 0.496, 0.000
