0.460250, 0.195370, 0.000000
0.460300, 0.195120, 0.000000
0.460330, 0.194890, 0.000000
0.460310, 0.194640, 0.000000
0.460290, 0.194390, 0.000000
0.460250, 0.194140, 0.000000
0.460200, 0.193900, 0.000000
0.460140, 0.193650, 0.000000
0.460060, 0.193400, 0.000000
0.459980, 0.193160, 0.000000
0.459880, 0.192920, 0.000000
0.459770, 0.192680, 0.000000
0.459640, 0.192450, 0.000000
0.459510, 0.192220, 0.000000
0.459360, 0.192000, 0.000000
0.459200, 0.191780, 0.000000
0.459020, 0.191570, 0.000000
0.458840, 0.191360, 0.000000
0.458640, 0.191160, 0.000000
0.458430, 0.190970, 0.000000
0.458210, 0.190790, 0.000000
0.457970, 0.190620, 0.000000
0.457720, 0.190450, 0.000000
0.457460, 0.190300, 0.000000
0.457190, 0.190150, 0.000000
0.456900, 0.190020, 0.000000
0.456610, 0.189900, 0.000000
0.456290, 0.189800, 0.000000
0.455970, 0.189710, 0.000000
0.455630, 0.189640, 0.000000
0.455280, 0.189580, 0.000000
0.454920, 0.189530, 0.000000
0.454550, 0.189480, 0.000000
0.454160, 0.189420, 0.000000
0.453770, 0.189360, 0.000000
0.453360, 0.189300, 0.000000
0.452940, 0.189240, 0.000000
0.452510, 0.189180, 0.000000
0.452070, 0.189110, 0.000000
0.451610, 0.189050, 0.000000
0.451150, 0.188980, 0.000000
0.450670, 0.188910, 0.000000
0.450180, 0.188830, 0.000000
0.449690, 0.188760, 0.000000
0.449180, 0.188680, 0.000000
0.448660, 0.188600, 0.000000
0.448120, 0.188520, 0.000000
0.447580, 0.188440, 0.000000
0.447030, 0.188360, 0.000000
0.446460, 0.188270, 0.000000
0.445890, 0.188180, 0.000000
0.445300, 0.188090, 0.000000
0.444710, 0.188000, 0.000000
0.444100, 0.187900, 0.000000
0.443480, 0.187800, 0.000000
0.442850, 0.187700, 0.000000
0.442210, 0.187600, 0.000000
0.441560, 0.187500, 0.000000
0.440900, 0.187390, 0.000000
0.440230, 0.187280, 0.000000
0.439550, 0.187170, 0.000000
0.438860, 0.187060, 0.000000
0.438150, 0.186940, 0.000000
0.437440, 0.186820, 0.000000
0.436720, 0.186700, 0.000000
0.435990, 0.186580, 0.000000
0.435250, 0.186450, 0.000000
0.434490, 0.186320, 0.000000
0.433730, 0.186190, 0.000000
0.432960, 0.186060, 0.000000
0.432180, 0.185920, 0.000000
0.431390, 0.185780, 0.000000
0.430580, 0.185640, 0.000000
0.429770, 0.185500, 0.000000
0.428950, 0.185350, 0.000000
0.428120, 0.185210, 0.000000
0.427280, 0.185050, 0.000000
0.426440, 0.184900, 0.000000
0.425580, 0.184740, 0.000000
0.424710, 0.184580, 0.000000
0.423830, 0.184420, 0.000000
0.422950, 0.184260, 0.000000
0.422050, 0.184090, 0.000000
0.421150, 0.183920, 0.000000
